seriesuid,probability,coordZ,coordY,coordX,d,h,w,is_fp,is_infundibulum,is_aneurysm,comments,additional_comments,new_d,new_h,new_w,new_z,new_x,new_y
1.2.826.0.1.3680043.8.498.12250679741004709644926774341016371704.nii.gz,0.8098774,98.46219,388.44336,390.03165,11.243193,16.257809,12.19887,1.0,,,"Could be a venous varyx, extracranial",,,,,,,
1.2.826.0.1.3680043.8.498.12256713718925302230703394130845580200.nii.gz,0.81982625,112.94963,312.53394,287.56628,12.237644,13.198703,13.85789,1.0,,,Tentorial calcification,"review, have jisoo take a look REPLACE GT",,,,,,
1.2.826.0.1.3680043.8.498.12256713718925302230703394130845580200.nii.gz,0.817296,157.59906,291.62875,326.56055,8.554294,12.537978,12.768874,1.0,,,Pineal gland calcification,,,,,,,
1.2.826.0.1.3680043.8.498.12275448188097721652231117491300226463.nii.gz,0.8692517,142.798,168.25476,408.4413,13.6851015,11.732102,11.511898,1.0,,,Occluded vein or venous varyx,,,,,,,
1.2.826.0.1.3680043.8.498.12275448188097721652231117491300226463.nii.gz,0.83083296,188.31601,182.66309,282.25467,11.840232,10.783477,9.33762,1.0,,,Vein with a small calcification adjacent to the Vein of Galen,,,,,,,
1.2.826.0.1.3680043.8.498.12305532574743349097112160025098568126.nii.gz,0.9169417,296.91028,320.07864,288.25983,50.638836,63.80749,62.441303,1.0,,,Falx meningioma,GT nearby looks sus,,,,,,
1.2.826.0.1.3680043.8.498.12305532574743349097112160025098568126.nii.gz,0.851672,166.27385,192.58087,197.73447,13.712018,14.343837,16.748806,1.0,,,Choroid plexus,6:06,,,,,,
1.2.826.0.1.3680043.8.498.12305532574743349097112160025098568126.nii.gz,0.84410954,111.732185,278.945,307.2275,8.0752735,15.163388,13.086134,1.0,,,Part of the cavernous sinus FP,,8.0752735,15.0,13.086134,111.732185,307.2275,278.945
1.2.826.0.1.3680043.8.498.12336689675737538509416135992757448905.nii.gz,0.8879134,200.2524,211.63081,312.76654,17.25611,26.222925,27.285894,1.0,,,Vein of Galen,,,,,,,
1.2.826.0.1.3680043.8.498.12336689675737538509416135992757448905.nii.gz,0.85710925,166.12729,342.03558,274.20297,17.32321,27.896757,26.590792,1.0,1.0,,Identifying  the origin of the right MCA,"GT is a little to big in the AP, small in the CC",,,,,,
1.2.826.0.1.3680043.8.498.12372284943208508603352754896942488368.nii.gz,0.8114795,224.01936,283.22684,281.0945,7.172982,9.507836,8.212949,1.0,,,Infundibulum of the left A2 segment,,,,,,,
1.2.826.0.1.3680043.8.498.12404338914317411875740142484426009041.nii.gz,0.8243836,183.76082,237.6365,220.58925,8.066936,10.187646,11.050246,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.12416614428246579915511841892673218446.nii.gz,0.9282888,104.84224,273.98776,304.47064,15.20063,14.921264,15.116034,,,,GT is better,,,,,,,
1.2.826.0.1.3680043.8.498.12486479242882602057232647422235251647.nii.gz,0.92500114,184.29651,194.71649,225.40485,18.9651,19.909502,18.619076,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.12489658274770676294400707135302468868.nii.gz,0.8176299,199.82138,205.47108,233.52933,10.530171,10.498952,11.785695,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.12646074628554469041238041497708152243.nii.gz,0.9094247,258.15012,148.45393,281.141,17.612251,11.800532,10.12043,1.0,,,Calcification along the falx maybe,,,,,,,
1.2.826.0.1.3680043.8.498.12646074628554469041238041497708152243.nii.gz,0.87769115,185.96376,178.33852,275.66177,14.880648,20.117182,19.749947,1.0,,,Vein of Galen,,,,,,,
1.2.826.0.1.3680043.8.498.12700332124626636746202482175325221615.nii.gz,0.8086251,210.04993,272.98578,305.4524,31.627192,25.378994,23.366516,1.0,,,Vein of Galen,,,,,,,
1.2.826.0.1.3680043.8.498.12780653871292315233707346032936297475.nii.gz,0.83154386,204.52716,240.52406,291.61005,33.766888,26.859455,30.916033,1.0,,,Vein of Galen,,,,,,,
1.2.826.0.1.3680043.8.498.12802999673402957279087791178667608096.nii.gz,0.8091584,98.24439,451.4837,372.1143,5.705712,5.6481285,7.411652,,,1.0,Tiny aneurysm right ICA PCOMM,,,,,,,
1.2.826.0.1.3680043.8.498.12840405718404369648526433955906121504.nii.gz,0.8300485,177.73383,240.40501,336.58652,32.665806,21.652521,20.150532,1.0,,,Vein of Galen,,,,,,,
1.2.826.0.1.3680043.8.498.12869600187010209940230704337229597106.nii.gz,0.8415668,183.9797,165.15324,380.4174,6.889492,11.228685,9.772464,1.0,,,Tentorial venous sinus,,,,,,,
1.2.826.0.1.3680043.8.498.12881005228349140037967309185096891968.nii.gz,0.9174374,163.59819,349.3196,274.2434,15.412835,15.326582,21.952383,,,1.0,Anterior communicating artery aneursym,"Our BB is better, replace GT",,,,163.0,276.0,349.0
1.2.826.0.1.3680043.8.498.12881005228349140037967309185096891968.nii.gz,0.8042004,190.667,226.95905,357.39835,15.02351,14.707792,16.81664,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.12898332622076283462996059479076432725.nii.gz,0.80712193,308.69678,203.31613,331.23843,23.899048,25.025679,21.534204,1.0,,,Superior sagital sinus,,,,,,,
1.2.826.0.1.3680043.8.498.12904246053955178641505906243733756576.nii.gz,0.90594983,47.750484,287.5247,427.54758,8.549782,13.430934,14.4073305,,,,"Extracranial branch of the external carotid artery, could be an aneurysm",Postprocessing can sometimes harm performance,,,,,,
1.2.826.0.1.3680043.8.498.12904246053955178641505906243733756576.nii.gz,0.837111,159.76724,323.49393,248.05804,5.0423145,5.806451,8.895333,,1.0,,Infundibulum in the posterior comm artery,,,,,,,
1.2.826.0.1.3680043.8.498.12931684992160546683888810615414490126.nii.gz,0.85182637,204.82674,217.85655,365.86765,10.713283,12.251078,12.040035,1.0,,,Chor,,,,,,,
1.2.826.0.1.3680043.8.498.12931684992160546683888810615414490126.nii.gz,0.8034333,186.4411,232.62344,211.30853,11.514896,15.729204,13.927969,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.12955426866012680745915488400295308978.nii.gz,0.84159905,127.09366,497.6615,341.48004,5.4263983,6.3108478,8.450378,1.0,,,Tiny calcification in the wall of the right superclinoid ICA,,,,,,,
1.2.826.0.1.3680043.8.498.12966927089973411826595396862924825930.nii.gz,0.84820163,226.3395,193.20944,219.49529,11.058674,12.831072,14.193066,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.12987406240322912321021680105091644889.nii.gz,0.8106005,213.64935,311.0639,305.3162,20.789389,28.472923,26.656914,1.0,,,Vein of Galen,,,,,,,
1.2.826.0.1.3680043.8.498.12996484432894806398582882906813843196.nii.gz,0.8008083,87.23297,353.03848,282.539,5.931409,9.42066,8.570113,,,1.0,Aneurysm vs infundibulum,,,,,,,
1.2.826.0.1.3680043.8.498.13035832792413871820010907388005791076.nii.gz,0.85072124,215.23514,219.74405,305.5158,14.613392,13.264278,15.121585,1.0,,,Pineal gland calcification,,,,,,,
1.2.826.0.1.3680043.8.498.13035832792413871820010907388005791076.nii.gz,0.81365323,233.55785,182.94453,310.67624,21.846912,18.54604,17.548811,1.0,,,"Vein of Galen, anatomical variant where it's a little narrower and gets wider",,,,,,,
1.2.826.0.1.3680043.8.498.13082901374995188106747434937618821365.nii.gz,0.88715345,94.325294,355.02786,340.75293,9.955815,8.539363,9.961344,,,,"A stump of the occluded left vertebral artery, may be confused with an aneurysm",,,,,94.0,340.0,355.0
1.2.826.0.1.3680043.8.498.13082901374995188106747434937618821365.nii.gz,0.84432596,135.51181,415.42755,265.4558,6.1349096,6.5347385,6.952942,,,,Occluded/blocked MCA-M1 segment stump looks like an aneurysm,GT looks sus?,,,,135.0,265.0,415.0
1.2.826.0.1.3680043.8.498.13086185115488285453738133144652757785.nii.gz,0.916906,221.78226,357.89447,371.87347,41.951355,21.182264,19.879757,1.0,,,Vein of Galen,,,,,,,
1.2.826.0.1.3680043.8.498.13128656559176299272467358793386537400.nii.gz,0.93740344,52.50907,239.41724,81.44038,12.346995,12.246537,13.523876,,,,External carotid artery branch aneurysm,,,,,,,
1.2.826.0.1.3680043.8.498.13156406346987981587011481688257126658.nii.gz,0.89851654,211.06497,281.65686,240.34741,10.568733,11.246517,10.5002,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.13156406346987981587011481688257126658.nii.gz,0.8589979,151.97388,411.37738,266.56467,10.93003,8.835775,7.4901395,,,1.0,"Potentially an aneurysm, hard to tell because of the resolution",,,,,153.0,267.0,411.0
1.2.826.0.1.3680043.8.498.13163672596267436520293424730737461439.nii.gz,0.8850607,116.12981,548.86316,255.36813,40.808903,58.047905,62.05812,1.0,,,"Eyeball that has a retinal dettachment, hematoma",,,,,,,
1.2.826.0.1.3680043.8.498.13185867632993439286148270878470785779.nii.gz,0.8925002,180.1099,373.0554,280.3997,6.6611443,9.384678,7.8580217,,,1.0,Right ICA PCOMM aneurysm,,,,,180.0,281.0,373.0
1.2.826.0.1.3680043.8.498.13185867632993439286148270878470785779.nii.gz,0.8406654,167.73903,353.41895,317.5297,11.549515,17.030952,19.478907,,,,Patulous basilar tip  ,,,,,,,
1.2.826.0.1.3680043.8.498.13277368503690405048709394341682683582.nii.gz,0.80080533,220.83647,229.65872,264.26035,29.812511,22.80737,19.146624,1.0,,,Vein of Galen,,,,,,,
1.2.826.0.1.3680043.8.498.13298649165396629573448258546981873991.nii.gz,0.8973658,235.67068,205.81604,230.99402,8.4608965,9.801104,9.554743,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.13389373955551061325767022728379261701.nii.gz,0.84647363,228.37091,272.17294,332.1005,22.807014,25.150127,22.04165,1.0,,,"Vein of Galen, anatomical variant where it's a little narrower and gets wider",,,,,,,
1.2.826.0.1.3680043.8.498.13389373955551061325767022728379261701.nii.gz,0.8094219,58.401913,367.18427,246.78316,10.293608,11.573097,10.033456,1.0,,,External extracranial vessel,,,,,,,
1.2.826.0.1.3680043.8.498.13401162154042035669984519404139506473.nii.gz,0.8339773,113.9766,337.9869,247.90782,6.6311846,9.284272,8.259893,,,1.0,"Aneurysm vs infundibulum, right posterior communicating artery",,,,,,,
1.2.826.0.1.3680043.8.498.13509994424297315734938688254817471125.nii.gz,0.9090267,207.69218,266.58633,277.37247,22.362747,17.055468,21.57633,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.13509994424297315734938688254817471125.nii.gz,0.860357,209.21901,261.2444,416.73233,21.567608,17.711803,17.902294,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.13511249050873519215759169254517956977.nii.gz,0.8103279,141.1458,271.40332,252.85004,13.120451,7.898294,8.527281,1.0,,,There is a severe stenosis in the basilar artery,,,,,,,
1.2.826.0.1.3680043.8.498.13560574841186559836589162138207186725.nii.gz,0.932214,142.45291,367.57156,360.0361,12.300593,12.303369,12.727995,,,1.0,Left superclinoid ICA  complex bi-lobed aneurysm,REPLACE THE GT,12.300593,16.0,12.727995,143.0,360.0,367.0
1.2.826.0.1.3680043.8.498.13560574841186559836589162138207186725.nii.gz,0.90843374,273.85928,39.53974,131.23816,35.369194,42.425945,47.56967,,,,A phantom in the scanner,,,,,,,
1.2.826.0.1.3680043.8.498.13702598699868724248322050113579569484.nii.gz,0.8106107,205.90204,239.40462,312.85867,15.959687,23.005997,17.490406,1.0,,,Vein of Galen,,,,,,,
1.2.826.0.1.3680043.8.498.13772491251405237301984425466912144486.nii.gz,0.89037824,169.03099,202.0045,201.6857,6.795485,8.2496195,7.378876,,,1.0,Either PCA P2 arterial aneurysm or it's a venous varyx arising from the basal vein of Rosenthal -could be AVM-,Jisoo should check,,,,170.0,200.0,205.0
1.2.826.0.1.3680043.8.498.13772491251405237301984425466912144486.nii.gz,0.8783292,214.19373,156.26935,248.72261,30.738983,32.86307,20.488037,1.0,,,Vein of Galen,,,,,,,
1.2.826.0.1.3680043.8.498.13772491251405237301984425466912144486.nii.gz,0.80165136,160.02098,202.66927,204.14584,8.797353,7.8562436,7.4479327,,,1.0,Either PCA P2 arterial aneurysm or it's a venous varyx arising from the basal vein of Rosenthal,Jisoo should check,,,,,,
1.2.826.0.1.3680043.8.498.14111214863682966502456332484471880656.nii.gz,0.89745617,149.27489,351.30017,396.57495,9.922237,10.146981,12.393835,,,1.0,"Left MCA M2 aneurysm, close to a severe stenosis which is downstream from it so it could also be a pre-stenotic dilatation",Jisoo should check,,,,,,
1.2.826.0.1.3680043.8.498.14669837813674156089103283587478731211.nii.gz,0.9466427,144.80466,590.98114,342.84875,12.687492,11.479493,11.388567,1.0,,,"Developmental venous anomaly, right next to the ventrical, in the parenchima",Jisoo should check,,,,,,
1.2.826.0.1.3680043.8.498.14726629831851235531233831802242835607.nii.gz,0.8102744,190.0185,207.92126,291.03995,18.515406,25.343454,18.652382,1.0,,,Vein of Galen,,,,,,,
1.2.826.0.1.3680043.8.498.14796539268266628815319821240293937067.nii.gz,0.9000187,39.107487,284.62143,349.0143,58.000717,55.68889,57.151108,1.0,,,Extracranial muscle,,,,,,,
1.2.826.0.1.3680043.8.498.14931506052513895350734638291349335264.nii.gz,0.8355027,178.4866,281.69568,265.08752,5.180183,5.633004,6.457921,,,1.0, tiny L ICA p-comm aneurysm vs infundibulum,,,,,,,
1.2.826.0.1.3680043.8.498.15114016338669642365430842981068963874.nii.gz,0.9609116,158.93832,341.5247,227.54373,10.128145,11.071547,13.539642,,,1.0,R MCA M1-2 bifurcation aneurysm,"also additional larger R MCA M2 aneurysm centered in  Ax 145, COr 352, Sag 197",,,,159.0,227.0,343.0
1.2.826.0.1.3680043.8.498.15114016338669642365430842981068963874.nii.gz,0.9489472,145.91713,353.40005,198.63477,18.197012,17.32184,20.632046,,,1.0,This is a TP R MCA M2 aneurysm. It is the one I described above.,,,,,,,
1.2.826.0.1.3680043.8.498.15114016338669642365430842981068963874.nii.gz,0.93296343,177.11919,410.4334,289.34848,9.418328,13.174644,10.123282,,,1.0,TP R ACA A2 frontopolar branch aneurysm,,9.418328,15.0,10.123282,177.0,290.0,411.0
1.2.826.0.1.3680043.8.498.15114016338669642365430842981068963874.nii.gz,0.85919553,169.12114,370.65945,295.7755,8.260232,8.213522,6.85646,,,1.0,R ACA A2 aneurysm (orbitofrontal branch),,,,,169.0,295.0,370.0
1.2.826.0.1.3680043.8.498.15173838005244958999381145795664224250.nii.gz,0.86312836,118.14935,315.66382,327.9851,6.1554437,11.566017,9.043765,1.0,,,CVS false positive,,,,,,,
1.2.826.0.1.3680043.8.498.15173838005244958999381145795664224250.nii.gz,0.850441,202.9732,206.58975,288.44095,44.11736,23.55991,21.522945,1.0,,,Vein of Galen,,,,,,,
1.2.826.0.1.3680043.8.498.15419972815511831925559855019955606569.nii.gz,0.95361435,157.86664,239.1601,320.19748,16.188728,16.979929,17.338398,,,1.0, R PCA P3,,,,,157.0,319.0,239.0
1.2.826.0.1.3680043.8.498.15847980512533357707448321523314296455.nii.gz,0.80339754,134.81609,422.5325,367.19647,11.40701,11.444146,12.411753,1.0,,, globe (aka eyeball) scleral calcification,,,,,,,
1.2.826.0.1.3680043.8.498.15863821282460385925473127009132706891.nii.gz,0.93138814,149.52606,356.13916,357.73157,21.722677,33.711296,25.506979,,,1.0, L ICA P-comm aneurysm (giant),,,,,150.0,358.0,356.0
1.2.826.0.1.3680043.8.498.15960284164796785745848446638296753190.nii.gz,0.82617116,33.769413,314.66324,459.67532,21.387518,16.697298,15.081873,1.0,,,Extracranial ECA FP,,,,,,,
1.2.826.0.1.3680043.8.498.16267884127817210874018541612208789002.nii.gz,0.8243386,32.91185,458.12854,307.31528,4.7229333,6.425268,6.0605087,,,1.0,R cervical vertebral artery V3 segment pseudo-aneurysm,,,,,,,
1.2.826.0.1.3680043.8.498.16298923328930679342963077730902492849.nii.gz,0.8973166,19.139433,180.023,165.65718,10.131173,9.707055,9.868399,1.0,,,R ECA extracranial,,,,,,,
1.2.826.0.1.3680043.8.498.16298923328930679342963077730902492849.nii.gz,0.8475816,130.69713,317.9034,246.88531,5.16413,5.695982,5.8308864,,1.0,,R p-comm infundibulum,,,,,,,
1.2.826.0.1.3680043.8.498.16386250344855221757144432829845114733.nii.gz,0.8871747,306.6649,222.7249,266.4014,34.610332,47.596214,38.285736,,,1.0,Venous varix that is part of a large AVM,,,,,,,
1.2.826.0.1.3680043.8.498.16386250344855221757144432829845114733.nii.gz,0.8640497,281.26645,191.76788,296.47537,13.194675,12.434523,11.139213,,,1.0,same - varix as part of AVM,,,,,,,
1.2.826.0.1.3680043.8.498.16386250344855221757144432829845114733.nii.gz,0.8382014,314.151,349.69592,275.46478,15.216919,9.4047785,10.570356,,,1.0,same - varix as part of AVM,,,,,,,
1.2.826.0.1.3680043.8.498.16386250344855221757144432829845114733.nii.gz,0.8054553,162.01665,329.90338,295.83768,8.979309,10.901646,8.908636,,,1.0,"Additional L ACA A-comm aneurysm, laterally directed. Note that there are several additional ground truth ACA aneurysms in this patient. I think that this points out something we should discuss in the paper. When there are multiple aneurysms, humans tend to only detect/describe/annotate the largest one or two. This is probably the result of 'satisfaction of search' cognitive bias (a well known source of error in radiology). This suggests a possible source of added value for vision AI aneurysm detection models.",,,,,164.0,295.0,330.0
1.2.826.0.1.3680043.8.498.16446340414330823661164296991310423259.nii.gz,0.8900345,117.67119,212.7271,311.09995,28.159557,24.440853,27.106174,1.0,,,Vein of Galen with restriction anatomic variant,,,,,,,
1.2.826.0.1.3680043.8.498.16446340414330823661164296991310423259.nii.gz,0.8215863,145.67163,284.80414,327.81345,9.305355,9.205758,10.9834795,,,1.0, Venous Varix at confluence of L thalamostriate veins,,,,,,,
1.2.826.0.1.3680043.8.498.16984390277144742906667579449023180512.nii.gz,0.8320553,88.02038,323.5903,222.6577,4.7402134,5.3719926,5.3038483,1.0,,, R Cavernous ICA calcification,,,,,,,
1.2.826.0.1.3680043.8.498.16992353870371380364413892818177269737.nii.gz,0.8545411,81.1012,362.69684,380.84442,11.456141,17.90659,16.48389,1.0,,, extracranial L ECA branch,,,,,,,
1.2.826.0.1.3680043.8.498.16992353870371380364413892818177269737.nii.gz,0.84367925,139.43764,128.87836,312.20343,9.74672,23.357086,16.847942,1.0,,, tentorial venous sinus branch of straight sinus,,,,,,,
1.2.826.0.1.3680043.8.498.16992353870371380364413892818177269737.nii.gz,0.83869976,147.84052,343.29666,342.0227,4.4539323,10.621719,6.8557796,1.0,,,L cavernous ICA calcification,,,,,,,
1.2.826.0.1.3680043.8.498.16992353870371380364413892818177269737.nii.gz,0.83229053,223.35233,201.85393,319.20126,51.10316,20.416494,24.553448,1.0,,,Vn Galen with restriction ,,,,,,,
1.2.826.0.1.3680043.8.498.17694178922677443077871241793256491824.nii.gz,0.94507784,120.6766,343.01422,251.63695,8.36344,9.172036,9.145219,,,1.0, L ACA A2 aneurysm Rightward directed,,,,,,,
1.2.826.0.1.3680043.8.498.17759831778622575514469496087313801263.nii.gz,0.85490125,70.098495,221.09288,271.83347,24.68569,26.817114,25.836111,1.0,,,extracranial vessel likely vein,,,,,,,
1.2.826.0.1.3680043.8.498.17874140688479995306520517290218663881.nii.gz,0.83003634,88.96869,335.4911,376.08395,5.435204,5.5138693,6.8070045,,,1.0,L MCA M1-M2 junction bifurcation aneurysm laterally directed (resized and relocated BB - better than GT),replace GT!,7.0,7.0,10.0,89.0,375.0,336.0
1.2.826.0.1.3680043.8.498.18223248049712532965214010400885757954.nii.gz,0.9119798,147.96063,324.94974,351.8473,26.323969,31.602879,27.41025,,,1.0, TP Large lobular shape L ICA p-comm aneurysm,,,,,,,
1.2.826.0.1.3680043.8.498.18314074664570057737305873728096457772.nii.gz,0.8955997,216.74371,266.30405,289.2691,39.390087,19.180147,21.743444,1.0,,, Vn Galen with restriction anatomy,,,,,,,
1.2.826.0.1.3680043.8.498.18314074664570057737305873728096457772.nii.gz,0.8598814,146.4455,337.34784,291.75134,10.786119,11.747651,12.115349,,,1.0,Basilar tip aneurysm,,,,,147.0,292.0,339.0
1.2.826.0.1.3680043.8.498.18314074664570057737305873728096457772.nii.gz,0.82876307,220.09593,447.08475,296.35492,9.22717,9.45736,6.8194633,,,1.0,Inferior Sagittal Sinus varix vs less likely ACA-A3 callosomarginal branch aneurysm,,,,,,,
1.2.826.0.1.3680043.8.498.18314074664570057737305873728096457772.nii.gz,0.8106027,43.678864,219.36002,225.80487,28.36612,35.880028,33.208527,1.0,,,extracranial vein,,,,,,,
1.2.826.0.1.3680043.8.498.18733219392287823289070505015792868807.nii.gz,0.9548427,144.43097,377.29645,245.68175,13.870704,17.457829,16.459465,,,1.0,R MCA M1-M2 bifurcation aneurysm. Anteriorly directed,,,,,146.0,248.0,376.0
1.2.826.0.1.3680043.8.498.19026389188000489949768133839482682458.nii.gz,0.91286665,113.80951,383.87378,236.6106,16.129017,21.586771,14.547367,1.0,,,extracranial ECA branch,,,,,,,
1.2.826.0.1.3680043.8.498.19026389188000489949768133839482682458.nii.gz,0.8596941,213.49336,305.4172,455.18677,8.875946,8.290439,9.172233,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.19026389188000489949768133839482682458.nii.gz,0.8463432,151.63283,250.54114,436.55774,10.149948,14.312928,15.092079,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.19585538901247220688973004019106156229.nii.gz,0.81183404,117.59566,298.31082,243.87329,12.939685,13.844665,12.325139,1.0,,,R clinoid ICA pre-stenotic dilatation with adjacent calcification,,,,,,,
1.2.826.0.1.3680043.8.498.19786820050434312474966619458414521757.nii.gz,0.9397705,255.22417,268.31927,264.89862,6.620352,7.90349,9.204527,,,1.0, TP L ICA p-comm aneurysm posteriorly directed,,,,,256.0,266.0,268.0
1.2.826.0.1.3680043.8.498.19786820050434312474966619458414521757.nii.gz,0.92650265,250.54408,272.92795,203.24852,8.7116165,10.257736,10.182202,,,1.0,Right PCOMM aneurysm,,,,,,,
1.2.826.0.1.3680043.8.498.20131714150493466791388762670548944043.nii.gz,0.8706299,221.00615,170.89653,389.1144,7.4584837,8.019907,10.159087,1.0,,,Partial volume averaging artifact with a bending artery crossing a vein,Jisoo should review,,,,,,
1.2.826.0.1.3680043.8.498.20979964870558122513140407598441297537.nii.gz,0.87996984,173.79553,389.6592,344.8218,6.084928,7.0175657,7.7429266,,,1.0,Small right internal carotid artery PCOMM aneurysm,,,,,173.0,345.0,390.0
1.2.826.0.1.3680043.8.498.21260959075009618650373648885000992787.nii.gz,0.8410361,228.86526,335.46463,370.27234,52.983288,21.540962,23.100443,1.0,,,Vein of Galen with restricted anatomy ,,,,,,,
1.2.826.0.1.3680043.8.498.21396160586381375863650214413445251352.nii.gz,0.8866396,224.25342,290.35205,277.1627,15.477198,8.727132,11.017697,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.21605866897812783163525413627150147238.nii.gz,0.9231679,141.90811,406.97797,391.2754,10.296313,9.9161415,10.99425,,,1.0,"Left ICA PICOMM aneurysm, laterally projecting.",Replace the GT,12.0,11.0,10.99425,141.0,391.0,407.0
1.2.826.0.1.3680043.8.498.21605866897812783163525413627150147238.nii.gz,0.9058525,141.89203,425.526,324.8459,7.4641414,10.122402,7.2775807,1.0,,,Part of the posterior clinoid process bone,,,,,,,
1.2.826.0.1.3680043.8.498.21666801890966359261094968251234100656.nii.gz,0.8669419,139.36008,176.58762,289.64767,8.403822,7.9304786,8.672757,1.0,,,Tentorial dural sinus,,,,,,,
1.2.826.0.1.3680043.8.498.21721853636110335079270348386626588293.nii.gz,0.9470249,99.527,306.65747,339.92545,10.494548,10.785148,10.679632,,,1.0,"Left MCA M1-M2 bifurcation aneurysm, directed anteriorly inferiorly and laterally",,,,,100.0,340.0,306.0
1.2.826.0.1.3680043.8.498.21982310536273258320808209774087969721.nii.gz,0.9476748,320.78278,563.2331,440.7706,12.151412,16.58545,17.137472,,,1.0,Right ACA A2 frontal-polar branch aneurysm,,,,,,,
1.2.826.0.1.3680043.8.498.21982310536273258320808209774087969721.nii.gz,0.8521857,285.14923,384.24484,445.46106,13.6441765,14.95056,12.269957,1.0,,,Vein of Galen  ,,,,,,,
1.2.826.0.1.3680043.8.498.22006495710677078041480655035619552657.nii.gz,0.8641655,218.77904,279.18506,277.07922,27.764359,27.297796,23.65507,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.23234944999689661991027565751340886081.nii.gz,0.84120387,210.60155,213.47922,206.70395,12.819766,15.970967,13.088187,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.24587963869128721940158079207224095554.nii.gz,0.8450252,157.30177,339.37503,347.81348,4.431466,6.9795036,7.230651,,,1.0,Tiny left ICA PCOMM origin aneurysm vs inf,,,,,,,
1.2.826.0.1.3680043.8.498.24587963869128721940158079207224095554.nii.gz,0.80317616,99.99108,246.10846,279.56064,7.1277637,10.899832,10.844435,,,1.0,"Small right AICA, PICA aneurysm",,,,,,,
1.2.826.0.1.3680043.8.498.24832866380592452694378643210651228305.nii.gz,0.8624673,134.48938,359.03784,220.08926,6.7930183,9.904628,9.243368,,,1.0,Could be an MCA bifurcation fusiform aneurysm or a strange anatomical variant -patulous variation-,,10.0,9.904628,9.243368,136.0,221.0,359.0
1.2.826.0.1.3680043.8.498.24832866380592452694378643210651228305.nii.gz,0.8240844,176.54947,223.29633,247.05873,17.24864,12.692752,15.235832,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.25749566243799256459250628035160239847.nii.gz,0.8081897,182.11494,204.74786,355.38016,16.304655,17.269533,11.782525,1.0,,,Unusual anatomic variant shape of the interior sagital sinus,,,,,,,
1.2.826.0.1.3680043.8.498.26016276434325109530127969064828457820.nii.gz,0.82042915,213.57887,246.00806,249.13582,12.167259,12.006205,12.689603,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.26156563278593519244496678124557921928.nii.gz,0.82249475,221.40459,288.02713,359.32318,12.554433,12.287985,13.02014,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.26521092618147192601609883985391600723.nii.gz,0.89332616,225.02002,185.35103,339.03967,9.140174,14.749489,16.907244,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.26521092618147192601609883985391600723.nii.gz,0.80120647,154.74742,159.21112,347.3086,9.89544,10.303289,8.581385,1.0,,,Tentorial venous sinus ,,,,,,,
1.2.826.0.1.3680043.8.498.26528528245840885872113696413878955025.nii.gz,0.85938567,146.15869,204.29346,253.13788,9.470441,9.144564,10.915589,1.0,,,Tentorial venous sinus ,Issue could be cuz they're acquiredi n the venous phase vs the arterial phase,,,,,,
1.2.826.0.1.3680043.8.498.26641112291429663392023953215853460143.nii.gz,0.82200515,239.1919,166.11694,203.38947,9.123436,10.245541,9.721984,1.0,,,Choroid plexus,,,,,,,
1.2.826.0.1.3680043.8.498.26641112291429663392023953215853460143.nii.gz,0.8085987,231.17941,171.89021,252.29416,30.78553,23.64342,23.350418,1.0,,,Vein of Galen,,,,,,,
1.2.826.0.1.3680043.8.498.26773574285535517522032206464052720717.nii.gz,0.851817,139.32336,317.56058,307.12924,7.279725,7.7245827,7.193283,,,1.0,Small left ICA PCOMM aneurysm,,,,,,,
1.2.826.0.1.3680043.8.498.27094654906242705110427224152925000573.nii.gz,0.81697756,305.70535,139.89563,282.0786,31.310015,22.705385,24.254082,1.0,,,Superior sagital sinus,,,,,,,
