SeriesInstanceUID,SOPInstanceUID,RescaleSlope,RescaleIntercept,MinVal,MaxVal,TopLeft
1.2.826.0.1.3680043.8.498.91668463495915545476120070184577733779,1.2.826.0.1.3680043.8.498.16183894273485874713476942346031080496,1.0,-1024.0,-1024,2222,-1003
1.2.826.0.1.3680043.8.498.92144974710359588982131177779160912817,1.2.826.0.1.3680043.8.498.10689772602711764584246132696388034097,1.0,-1024.0,-1024,1898,-996
1.2.826.0.1.3680043.8.498.92773748942952645243074808740855383414,1.2.826.0.1.3680043.8.498.10438238182956546225228897554451813572,1.0,-1024.0,-1024,2105,-1004
1.2.826.0.1.3680043.8.498.92966769280367854482626182575983045611,1.2.826.0.1.3680043.8.498.42501573433563953043228097291606946516,1.0,-1024.0,-1024,1936,-1024
1.2.826.0.1.3680043.8.498.93312402363080131669346450837560408193,1.2.826.0.1.3680043.8.498.11920550745761852953805189704488622660,1.0,-1024.0,-1024,1835,-1004
1.2.826.0.1.3680043.8.498.93570661434940193790551506864294046585,1.2.826.0.1.3680043.8.498.56439062376349715381798945211274683163,1.0,-1024.0,-1024,2894,-992
1.2.826.0.1.3680043.8.498.93576412374773514085096590114724967566,1.2.826.0.1.3680043.8.498.57507031493257453722287460288156226364,1.0,-1024.0,-1024,2816,-1010
1.2.826.0.1.3680043.8.498.95769738723666668395186531883940001900,1.2.826.0.1.3680043.8.498.11776358584601082201982311718294848090,1.0,-1024.0,-1024,1509,-998
1.2.826.0.1.3680043.8.498.96075577397570658749511147623383862317,1.2.826.0.1.3680043.8.498.66488488314810337457877302135494674977,1.0,-1024.0,-1024,1657,-1024
1.2.826.0.1.3680043.8.498.69066012529413755924475489729068260644,1.2.826.0.1.3680043.8.498.13358699533567934428249402555003485869,1.0,-1024.0,-1024,1644,-1012
1.2.826.0.1.3680043.8.498.69066012529413755924475489729068260644,1.2.826.0.1.3680043.8.498.91748854692942596539956570426187899202,1.0,-1024.0,-1024,1679,-997
1.2.826.0.1.3680043.8.498.69283380781466806180750503649652851751,1.2.826.0.1.3680043.8.498.39006809764382088336472757967471380652,1.0,-1024.0,-1024,1747,-999
1.2.826.0.1.3680043.8.498.70549153055776520915952933860351851348,1.2.826.0.1.3680043.8.498.43006050396864205514361486910361797484,1.0,-1024.0,-1024,1874,-1002
1.2.826.0.1.3680043.8.498.70549153055776520915952933860351851348,1.2.826.0.1.3680043.8.498.10276217047330419403144213807368890742,1.0,-1024.0,-1024,1870,-1006
1.2.826.0.1.3680043.8.498.70977904447490642306166655207304966816,1.2.826.0.1.3680043.8.498.11199297129606488589841963677717024924,1.0,-1024.0,-1024,1871,-1024
1.2.826.0.1.3680043.8.498.70977904447490642306166655207304966816,1.2.826.0.1.3680043.8.498.94099073198919474865650246809159218968,1.0,-1024.0,-1024,1868,-1024
1.2.826.0.1.3680043.8.498.74089921001818493289113970167464752480,1.2.826.0.1.3680043.8.498.15590017338991844421087558832802489472,1.0,-1024.0,-1024,1982,-1022
1.2.826.0.1.3680043.8.498.71481578763462220533964979921654137073,1.2.826.0.1.3680043.8.498.97289257708124615264043862470886134996,1.0,-1024.0,-1024,1914,-998
1.2.826.0.1.3680043.8.498.71765878556998441910876777646786995785,1.2.826.0.1.3680043.8.498.63378964409049633089000662775873426508,1.0,0.0,-1024,415,-1024
1.2.826.0.1.3680043.8.498.71796601538792777580416179841706319140,1.2.826.0.1.3680043.8.498.35735852545668343367437852379390943384,1.0,-1024.0,-1024,1619,-1002
1.2.826.0.1.3680043.8.498.72398581829139733291247507558556727170,1.2.826.0.1.3680043.8.498.86873698576873507069808785447729701989,1.0,-1024.0,-1024,2054,-1024
1.2.826.0.1.3680043.8.498.73097898402686865022628408998771855293,1.2.826.0.1.3680043.8.498.37147612980521497034960211701230266176,1.0,-1024.0,-1024,1604,-997
1.2.826.0.1.3680043.8.498.73283555974128133627686553051887773936,1.2.826.0.1.3680043.8.498.74432466954572998354635017927420669570,1.0,-1024.0,-1024,1581,-1005
1.2.826.0.1.3680043.8.498.73820261697830420042473892884688067574,1.2.826.0.1.3680043.8.498.33867800477468515730827375023631021389,1.0,-1024.0,-1024,1982,-997
1.2.826.0.1.3680043.8.498.69036551944362304117095007295127260085,1.2.826.0.1.3680043.8.498.31906087754668923175269161172780579202,1.0,-1024.0,-1024,1846,-1024
1.2.826.0.1.3680043.8.498.68422131895841480840327151806544144763,1.2.826.0.1.3680043.8.498.13254969030236159099927610263187024748,1.0,-1024.0,-1024,1867,-1024
1.2.826.0.1.3680043.8.498.62936542666479354351036991712042759538,1.2.826.0.1.3680043.8.498.55855443208856862032078577709462214888,1.0,-1024.0,-1024,1686,-992
1.2.826.0.1.3680043.8.498.63581769095602121197339525769413342895,1.2.826.0.1.3680043.8.498.71237652862432339389229744361313810567,1.0,-1024.0,-1024,1888,-1024
1.2.826.0.1.3680043.8.498.64053235207957596184506039300264155592,1.2.826.0.1.3680043.8.498.42197864854064597259000974683568099024,1.0,-1024.0,-1024,1911,-999
1.2.826.0.1.3680043.8.498.65011208113835286935212080363533579671,1.2.826.0.1.3680043.8.498.12295490583553242167208446690635471024,1.0,-1024.0,-1024,1828,-1008
1.2.826.0.1.3680043.8.498.65354242952130930129621239454696405583,1.2.826.0.1.3680043.8.498.64940774902820700392846489104784505327,1.0,-1024.0,-1024,1790,-1000
1.2.826.0.1.3680043.8.498.20131714150493466791388762670548944043,1.2.826.0.1.3680043.8.498.16787539316968514011276647918439917250,1.0,-1024.0,-1024,2372,-1004
1.2.826.0.1.3680043.8.498.65584503675348006842045465826236845079,1.2.826.0.1.3680043.8.498.30256259743333029340701936929186859402,1.0,-1024.0,-1024,3071,-1005
1.2.826.0.1.3680043.8.498.66088040688733986334229466226764408000,1.2.826.0.1.3680043.8.498.77592684365537151750977636365134557167,1.0,0.0,-1024,1243,-1024
1.2.826.0.1.3680043.8.498.68276712082656957005274595949315894066,1.2.826.0.1.3680043.8.498.65444743201199984963923040736450269614,1.0,-1024.0,-1024,1709,-999
1.2.826.0.1.3680043.8.498.73888317649295124456952212379532804778,1.2.826.0.1.3680043.8.498.11418680554951683029820386655761358504,1.0,-1024.0,-1024,1879,-1024
1.2.826.0.1.3680043.8.498.74219779494158996091143224759586468392,1.2.826.0.1.3680043.8.498.27550319034448568063489549511508859399,1.0,-1024.0,-1024,1972,-997
1.2.826.0.1.3680043.8.498.82477595804065669737786454241336435099,1.2.826.0.1.3680043.8.498.11707398205591956554454481545442269908,1.0,-1024.0,-1024,1841,-1000
1.2.826.0.1.3680043.8.498.79205897985897114668482865755099061222,1.2.826.0.1.3680043.8.498.53059370399757435743996077989724932246,1.0,-1024.0,-1024,2041,-1024
1.2.826.0.1.3680043.8.498.79557096448722495697596193434723366583,1.2.826.0.1.3680043.8.498.27981873719561811472221998551829952670,1.0,-1024.0,-1024,3071,-996
1.2.826.0.1.3680043.8.498.80474153675050555980983521986087624342,1.2.826.0.1.3680043.8.498.10882949201247113116292711245771260423,1.0,-1024.0,-1024,1761,-1000
1.2.826.0.1.3680043.8.498.81309642098974069093803544616062389522,1.2.826.0.1.3680043.8.498.61331762746182492854921272614044263916,1.0,-1024.0,-1024,1759,-1003
1.2.826.0.1.3680043.8.498.74320263516357081096176883639948081235,1.2.826.0.1.3680043.8.498.24852996070492677167409586790022275900,1.0,0.0,-1024,300,-1024
1.2.826.0.1.3680043.8.498.81704668055687445378523719341769657266,1.2.826.0.1.3680043.8.498.36037805463996936528661520913612438663,1.0,-1024.0,-1024,1796,-1005
1.2.826.0.1.3680043.8.498.81856138238919261368837192100525730645,1.2.826.0.1.3680043.8.498.12602711605617428387805515767203261218,1.0,-1024.0,-1024,1799,-1008
1.2.826.0.1.3680043.8.498.82247540847692847800462620079965863384,1.2.826.0.1.3680043.8.498.24587660293846075400789981690296967349,1.0,-1024.0,-1024,1723,-1024
1.2.826.0.1.3680043.8.498.82322958320748086304333724519978282919,1.2.826.0.1.3680043.8.498.12621767437056026447666719141192160173,1.0,-1024.0,-1024,2450,-993
1.2.826.0.1.3680043.8.498.82322958320748086304333724519978282919,1.2.826.0.1.3680043.8.498.12621767437056026447666719141192160173,1.0,-1024.0,-1024,2450,-993
1.2.826.0.1.3680043.8.498.82477595804065669737786454241336435099,1.2.826.0.1.3680043.8.498.14776596812738472271339106742634362305,1.0,-1024.0,-1024,2019,-999
1.2.826.0.1.3680043.8.498.78856394443811276131744237771887093444,1.2.826.0.1.3680043.8.498.29076792768079417875150141837013025841,1.0,-1024.0,-1024,1794,-997
1.2.826.0.1.3680043.8.498.78697256729329159666504788388658962273,1.2.826.0.1.3680043.8.498.59413771401130030268663934684912334353,1.0,-1024.0,-1024,1624,-1001
1.2.826.0.1.3680043.8.498.74563120736915677607297449036422024583,1.2.826.0.1.3680043.8.498.53947589466763839784262435390331377736,1.0,-1024.0,-1024,2054,-1000
1.2.826.0.1.3680043.8.498.75796116592528551397294264789772637184,1.2.826.0.1.3680043.8.498.90988818469900731543313503911936148707,1.0,-1024.0,-1024,1838,-1024
1.2.826.0.1.3680043.8.498.75954091451125598420593561698777345029,1.2.826.0.1.3680043.8.498.76400191563157198182089749338614757603,1.0,-1024.0,-1024,1946,-1004
1.2.826.0.1.3680043.8.498.76448510847030561240233182750178949944,1.2.826.0.1.3680043.8.498.11136716429605062232059834972017237568,1.0,-1024.0,-1024,2657,-1003
1.2.826.0.1.3680043.8.498.77253071581228697143874077265473102284,1.2.826.0.1.3680043.8.498.99083321507573594247257454130189378707,1.0,-1024.0,-1024,2522,-1003
1.2.826.0.1.3680043.8.498.77253071581228697143874077265473102284,1.2.826.0.1.3680043.8.498.77423083010586807568083869813319793514,1.0,-1024.0,-1024,2506,-1002
1.2.826.0.1.3680043.8.498.77259226787230823478365470916417637968,1.2.826.0.1.3680043.8.498.76303874314307900391053893433949936956,1.0,-1024.0,-1024,1829,-1024
1.2.826.0.1.3680043.8.498.77361425278281189840023627694908198198,1.2.826.0.1.3680043.8.498.22854928569070171794106906003736943899,1.0,0.0,-1024,337,-1024
1.2.826.0.1.3680043.8.498.77415503985845342060924964587790371896,1.2.826.0.1.3680043.8.498.11275169670575671083202017132298796611,1.0,-1024.0,-1024,1864,-1024
1.2.826.0.1.3680043.8.498.77463880288072958522969124231977574591,1.2.826.0.1.3680043.8.498.77176244762834044333464807044060153625,1.0,-1024.0,-1024,2594,-1005
1.2.826.0.1.3680043.8.498.20352838605781624312895197978664744075,1.2.826.0.1.3680043.8.498.27947084172942732505874104447404311415,1.0,-1024.0,-1024,1707,-1003
1.2.826.0.1.3680043.8.498.39220532408854295717286600652408068899,1.2.826.0.1.3680043.8.498.12885623347732967322338443919798153900,1.0,-1024.0,-1024,1859,-988
1.2.826.0.1.3680043.8.498.99985209798463601651869595532975221005,1.2.826.0.1.3680043.8.498.65157374409757364881520821698981129559,1.0,-1024.0,-1024,2046,-998
1.2.826.0.1.3680043.8.498.12996484432894806398582882906813843196,1.2.826.0.1.3680043.8.498.25803499813752311700242784507234998782,1.0,-1024.0,-1024,1867,-1024
1.2.826.0.1.3680043.8.498.13034538443887306248441446386299392105,1.2.826.0.1.3680043.8.498.65429597396087481104471133506552669882,1.0,0.0,-1024,1465,-1024
1.2.826.0.1.3680043.8.498.11198791437802468548828730795882522615,1.2.826.0.1.3680043.8.498.37208675585490375373627259170987099956,1.0,-1024.0,-1024,1842,-1004
1.2.826.0.1.3680043.8.498.13035832792413871820010907388005791076,1.2.826.0.1.3680043.8.498.13123085316737207432054979147862020400,1.0,-1024.0,-1024,1949,-1008
1.2.826.0.1.3680043.8.498.13043233553603781549618395316305321837,1.2.826.0.1.3680043.8.498.11049814333974884841396366214223200025,1.0,-1024.0,-1024,1968,-1007
1.2.826.0.1.3680043.8.498.13043233553603781549618395316305321837,1.2.826.0.1.3680043.8.498.17232426085381904020940466209209242117,1.0,-1024.0,-1024,1901,-993
1.2.826.0.1.3680043.8.498.13082901374995188106747434937618821365,1.2.826.0.1.3680043.8.498.27774388787656469379002033769141666564,1.0,-1024.0,-1024,2170,-984
1.2.826.0.1.3680043.8.498.11258822070953351343502606672659304036,1.2.826.0.1.3680043.8.498.27707482825469516182542489951188117341,1.0,0.0,-1024,376,-1024
1.2.826.0.1.3680043.8.498.13086185115488285453738133144652757785,1.2.826.0.1.3680043.8.498.11242145347650232670460389818044692301,1.0,-1024.0,-1024,2266,-995
1.2.826.0.1.3680043.8.498.11195078517196698761305795362083064507,1.2.826.0.1.3680043.8.498.10844935023638611267085924201975455583,1.0,-1024.0,-1024,2243,-987
1.2.826.0.1.3680043.8.498.13086185115488285453738133144652757785,1.2.826.0.1.3680043.8.498.16421168572261114833781848833988602187,1.0,-1024.0,-1024,2233,-1005
1.2.826.0.1.3680043.8.498.13111535830043623385413594001241319349,1.2.826.0.1.3680043.8.498.28547442371830780807510702177051467830,1.0,-1024.0,-1024,1754,-1000
1.2.826.0.1.3680043.8.498.11258822070953351343502606672659304036,1.2.826.0.1.3680043.8.498.47339328765573256412508294671588022260,1.0,0.0,-1024,294,-1024
1.2.826.0.1.3680043.8.498.11362594742849845937638082003271998271,1.2.826.0.1.3680043.8.498.15789183296965892802472346373935406171,1.0,-1024.0,-1024,3071,-986
1.2.826.0.1.3680043.8.498.11321418544117702275181808819624283917,1.2.826.0.1.3680043.8.498.11544936352144515421545447921182641302,1.0,-1024.0,-1024,2646,-1011
1.2.826.0.1.3680043.8.498.11283060280124241416746713304089513896,1.2.826.0.1.3680043.8.498.51799192143448407118241495567641688592,1.0,-1024.0,-1024,3018,-998
1.2.826.0.1.3680043.8.498.11289512197100034208363716951255861352,1.2.826.0.1.3680043.8.498.65784834905958765243027165379369132411,1.0,-1024.0,-1024,2074,-999
1.2.826.0.1.3680043.8.498.11289512197100034208363716951255861352,1.2.826.0.1.3680043.8.498.65784834905958765243027165379369132411,1.0,-1024.0,-1024,2074,-999
1.2.826.0.1.3680043.8.498.11283060280124241416746713304089513896,1.2.826.0.1.3680043.8.498.13081348052918819416250829293233704717,1.0,-1024.0,-1024,3070,-1004
1.2.826.0.1.3680043.8.498.12966927089973411826595396862924825930,1.2.826.0.1.3680043.8.498.43037777069935500294942456794474744587,1.0,-1024.0,-1024,2136,-999
1.2.826.0.1.3680043.8.498.11283060280124241416746713304089513896,1.2.826.0.1.3680043.8.498.51799192143448407118241495567641688592,1.0,-1024.0,-1024,3018,-998
1.2.826.0.1.3680043.8.498.13389373955551061325767022728379261701,1.2.826.0.1.3680043.8.498.37221227893997604116999272094855222386,1.0,-1024.0,-1024,1950,-992
1.2.826.0.1.3680043.8.498.10935907012185032169927418164924236382,1.2.826.0.1.3680043.8.498.10058842517012896780975718617067182938,1.0,0.0,-1024,454,-1024
1.2.826.0.1.3680043.8.498.10935907012185032169927418164924236382,1.2.826.0.1.3680043.8.498.26441166830185072464905619055293584091,1.0,0.0,-1024,554,-1024
1.2.826.0.1.3680043.8.498.10935907012185032169927418164924236382,1.2.826.0.1.3680043.8.498.11082608797370113826665888072671997746,1.0,0.0,-1024,448,-1024
1.2.826.0.1.3680043.8.498.13359737970612926494907045108541390310,1.2.826.0.1.3680043.8.498.71835927712278749076170043482903235379,1.0,0.0,-1024,475,-1024
1.2.826.0.1.3680043.8.498.13359737970612926494907045108541390310,1.2.826.0.1.3680043.8.498.67453539551953406115010723929402211507,1.0,0.0,-1024,433,-1024
1.2.826.0.1.3680043.8.498.11180448265514413124616725422454637978,1.2.826.0.1.3680043.8.498.65119005528548129748714865704658593122,1.0,-1024.0,-1024,1992,-998
1.2.826.0.1.3680043.8.498.10883708862158237934217807665304994642,1.2.826.0.1.3680043.8.498.10786207193681882024465009820447417471,1.0,-1024.0,-1024,1980,-994
1.2.826.0.1.3680043.8.498.13772491251405237301984425466912144486,1.2.826.0.1.3680043.8.498.78298099552264378226865882451895694712,1.0,-1024.0,-1024,1911,-992
1.2.826.0.1.3680043.8.498.10941306315529851008001132294356170420,1.2.826.0.1.3680043.8.498.11011392427077833985718550865107253192,1.0,-1024.0,-1024,3071,-1004
1.2.826.0.1.3680043.8.498.10994694444624759369431000277879096454,1.2.826.0.1.3680043.8.498.10407727436299946976495041701191029207,1.0,-1024.0,-1024,1763,-1024
1.2.826.0.1.3680043.8.498.11031239695101994967463593503001530063,1.2.826.0.1.3680043.8.498.76933660425797211512557659032051253627,1.0,-1024.0,-1024,1887,-1000
1.2.826.0.1.3680043.8.498.13342276044755087577191863810557566420,1.2.826.0.1.3680043.8.498.34585886127817048086574643887131535058,1.0,-1024.0,-1024,1985,-999
1.2.826.0.1.3680043.8.498.13298649165396629573448258546981873991,1.2.826.0.1.3680043.8.498.10250561177252550204512269327270507745,1.0,-1024.0,-1024,2821,-999
1.2.826.0.1.3680043.8.498.11098780782340815507287784394577673659,1.2.826.0.1.3680043.8.498.93607131134879879352685666927713357297,1.0,-1024.0,-1024,2931,-996
1.2.826.0.1.3680043.8.498.11124875256148069004788576132480005003,1.2.826.0.1.3680043.8.498.15946607716579379881167165244511100045,1.0,0.0,-1024,385,-1024
1.2.826.0.1.3680043.8.498.13233292225941177071218277874727836680,1.2.826.0.1.3680043.8.498.72966984137635075411734346867481286279,1.0,-1024.0,-1024,3071,-1002
1.2.826.0.1.3680043.8.498.12881005228349140037967309185096891968,1.2.826.0.1.3680043.8.498.46765908175748714999114067201832530473,1.0,-1024.0,-1024,1848,-1024
1.2.826.0.1.3680043.8.498.12489658274770676294400707135302468868,1.2.826.0.1.3680043.8.498.99755045998570323260194356973585168539,1.0,-1024.0,-1024,2799,-1001
1.2.826.0.1.3680043.8.498.11940368429225231906526358808924714901,1.2.826.0.1.3680043.8.498.31896036686248351878825877673187763434,1.0,-1024.0,-1024,2027,-995
1.2.826.0.1.3680043.8.498.12486479242882602057232647422235251647,1.2.826.0.1.3680043.8.498.42532889860356648552436349273100734527,1.0,-1024.0,-1024,2515,-1000
1.2.826.0.1.3680043.8.498.11924949819899884502738782576851659426,1.2.826.0.1.3680043.8.498.58974303677330927126509899133224179760,1.0,0.0,-1024,685,-1024
1.2.826.0.1.3680043.8.498.12285352638636973719542944532929535087,1.2.826.0.1.3680043.8.498.10044428392880117139098105610530474485,1.0,0.0,-1024,487,-1024
1.2.826.0.1.3680043.8.498.11924949819899884502738782576851659426,1.2.826.0.1.3680043.8.498.58974303677330927126509899133224179760,1.0,0.0,-1024,685,-1024
1.2.826.0.1.3680043.8.498.11872124714911137985543966357359435459,1.2.826.0.1.3680043.8.498.12766179791384828405588747453057524330,1.0,-1024.0,-1024,1795,-1002
1.2.826.0.1.3680043.8.498.11850512154293725455486276776718032997,1.2.826.0.1.3680043.8.498.10306578321003915477978962149498157889,1.0,-1024.0,-1024,2106,-998
1.2.826.0.1.3680043.8.498.12539533910666273861284368629186616050,1.2.826.0.1.3680043.8.498.50259977801700343772118759771878190128,1.0,-1024.0,-1024,1957,-1001
1.2.826.0.1.3680043.8.498.12869600187010209940230704337229597106,1.2.826.0.1.3680043.8.498.38980692630496296530168104623001796474,1.0,-1024.0,-1024,2039,-1008
1.2.826.0.1.3680043.8.498.12180552386746360147901020901436537667,1.2.826.0.1.3680043.8.498.44277936871054294629201654385921039853,1.0,-1024.0,-1024,2544,-1008
1.2.826.0.1.3680043.8.498.12188910431750070683510591412633214701,1.2.826.0.1.3680043.8.498.11791254239873188487282906075673051354,1.0,-1024.0,-1024,1908,-1010
1.2.826.0.1.3680043.8.498.12192030619223175392454215790668906257,1.2.826.0.1.3680043.8.498.30875562127144271993358760082953655842,1.0,-1024.0,-1024,2513,-1005
1.2.826.0.1.3680043.8.498.12192030619223175392454215790668906257,1.2.826.0.1.3680043.8.498.12733053639731251865690020379628866114,1.0,-1024.0,-1024,2560,-998
1.2.826.0.1.3680043.8.498.12137575654633158486756958814721535447,1.2.826.0.1.3680043.8.498.47887400834483725108267071149671279489,1.0,-1024.0,-1024,2076,-994
1.2.826.0.1.3680043.8.498.12039664798814930566539880948843057099,1.2.826.0.1.3680043.8.498.10578277445999787159072353717983890770,1.0,-1024.0,-1024,2587,-999
1.2.826.0.1.3680043.8.498.12256713718925302230703394130845580200,1.2.826.0.1.3680043.8.498.53049744823769769459783866080640179591,1.0,-1024.0,-1024,2804,-999
1.2.826.0.1.3680043.8.498.12120203087307263629963384531766372788,1.2.826.0.1.3680043.8.498.60884304878836728110465392119039900256,1.0,-1024.0,-1024,1798,-1024
1.2.826.0.1.3680043.8.498.12108454191368006573588964405134111594,1.2.826.0.1.3680043.8.498.60519554430550373332388389235375179038,1.0,-1024.0,-1024,2058,-1011
1.2.826.0.1.3680043.8.498.11831904086121221806962026362910045658,1.2.826.0.1.3680043.8.498.59820434674596893459738796376846114723,1.0,-1024.0,-1024,2254,-994
1.2.826.0.1.3680043.8.498.12780653871292315233707346032936297475,1.2.826.0.1.3680043.8.498.71160132229046475827957331580280182987,1.0,-1024.0,-1024,2005,-1024
1.2.826.0.1.3680043.8.498.11507335675495572698520475400694364907,1.2.826.0.1.3680043.8.498.75643357894011708234096432055926130471,1.0,-1024.0,-1024,1804,-1004
1.2.826.0.1.3680043.8.498.12811680534901449059987971517124435760,1.2.826.0.1.3680043.8.498.21453720399901407443188544465447660577,1.0,-1024.0,-1024,1793,-1001
1.2.826.0.1.3680043.8.498.12812390336793304037901571645929430100,1.2.826.0.1.3680043.8.498.71878139692177670666748850142985857544,1.0,-1024.0,-1024,1818,-1024
1.2.826.0.1.3680043.8.498.12681632874108808552989763748783449621,1.2.826.0.1.3680043.8.498.12356605742491095914816067440333682267,1.0,0.0,-1024,370,-1024
1.2.826.0.1.3680043.8.498.11584431916805637315621008787747325270,1.2.826.0.1.3680043.8.498.12162356269538957641587750092440761677,1.0,0.0,-1024,1283,-1024
1.2.826.0.1.3680043.8.498.11595784804333386913929562970230570016,1.2.826.0.1.3680043.8.498.13476018454636671108516013771899244328,1.0,-1024.0,-1024,1897,-1024
1.2.826.0.1.3680043.8.498.12650876435739991135029635497093669845,1.2.826.0.1.3680043.8.498.25113693852225884615640145984965595224,1.0,-1024.0,-1024,2009,-1004
1.2.826.0.1.3680043.8.498.11653300342091127541960781103313498609,1.2.826.0.1.3680043.8.498.10967001079146326850396495504958669219,1.0,-1024.0,-1024,1896,-1024
1.2.826.0.1.3680043.8.498.12646074628554469041238041497708152243,1.2.826.0.1.3680043.8.498.27414071650339133980826543706066491336,1.0,-1024.0,-1024,2390,-998
1.2.826.0.1.3680043.8.498.11683463682628706205506039256553979174,1.2.826.0.1.3680043.8.498.89584273492557498707560933858509526622,1.0,0.0,-1024,373,-1024
1.2.826.0.1.3680043.8.498.11683463682628706205506039256553979174,1.2.826.0.1.3680043.8.498.11523223867091954771092704297648065694,1.0,0.0,-1024,409,-1024
1.2.826.0.1.3680043.8.498.11740249008349915769389459212243082736,1.2.826.0.1.3680043.8.498.54308505228891024171207035336249458642,1.0,-1024.0,-1024,2403,-1004
1.2.826.0.1.3680043.8.498.12600056406312244714678292907491453656,1.2.826.0.1.3680043.8.498.10252673828749687508233696731172948321,1.0,0.0,-1024,2803,-1024
1.2.826.0.1.3680043.8.498.11803650639437261093226018672112512148,1.2.826.0.1.3680043.8.498.11798005821983746825808955725047738120,1.0,-1024.0,-1024,1999,-994
1.2.826.0.1.3680043.8.498.17101854365239796593830262381691221508,1.2.826.0.1.3680043.8.498.64531984703155710177354694300256908152,1.0,-1024.0,-1024,3069,-1017
1.2.826.0.1.3680043.8.498.10342709283985724898618249297250963636,1.2.826.0.1.3680043.8.498.58453842120334988627769941371430062945,1.0,-1024.0,-1024,2484,-1008
1.2.826.0.1.3680043.8.498.16386250344855221757144432829845114733,1.2.826.0.1.3680043.8.498.45799968532349971330659460276987597444,1.0,-1024.0,-1024,1763,-1007
1.2.826.0.1.3680043.8.498.16386250344855221757144432829845114733,1.2.826.0.1.3680043.8.498.52956195686214600919990247177016908261,1.0,-1024.0,-1024,1798,-999
1.2.826.0.1.3680043.8.498.16386250344855221757144432829845114733,1.2.826.0.1.3680043.8.498.54523412279517467153808587974655589874,1.0,-1024.0,-1024,1734,-1013
1.2.826.0.1.3680043.8.498.10702390433258656600609672523581904940,1.2.826.0.1.3680043.8.498.10861056147166500141705765715220270260,1.0,-1024.0,-1024,3071,-998
1.2.826.0.1.3680043.8.498.16386250344855221757144432829845114733,1.2.826.0.1.3680043.8.498.90885197113477102058381494542872920850,1.0,-1024.0,-1024,1795,-1004
1.2.826.0.1.3680043.8.498.10491885999343016971277789732392506995,1.2.826.0.1.3680043.8.498.43571459595593549408182499831299248275,1.0,-1024.0,-1024,1864,-1000
1.2.826.0.1.3680043.8.498.10539805583894240854689522085529279066,1.2.826.0.1.3680043.8.498.49325916244955647014804423875468554389,1.0,-1024.0,-1024,1968,-1003
1.2.826.0.1.3680043.8.498.10592969088685694055394859037327373649,1.2.826.0.1.3680043.8.498.86301633775415827049645019403617050901,1.0,0.0,-1024,330,-1024
1.2.826.0.1.3680043.8.498.10676171200316720058659073183033256880,1.2.826.0.1.3680043.8.498.12828589238978397308751147226053088306,1.0,-1024.0,-1024,1832,-1024
1.2.826.0.1.3680043.8.498.10277444113543832445609667186062143439,1.2.826.0.1.3680043.8.498.79566869694727808479304083976582001317,1.0,-1024.0,-1024,2190,-1001
1.2.826.0.1.3680043.8.498.10242740813399049394757933972926370746,1.2.826.0.1.3680043.8.498.91520089523060883346415173655239678387,1.0,-1024.0,-1024,1424,-997
1.2.826.0.1.3680043.8.498.10030095840917973694487307992374923817,1.2.826.0.1.3680043.8.498.75217084841854214544099244823406151875,1.0,-1024.0,-1024,2049,-1011
1.2.826.0.1.3680043.8.498.19097883903185475042239433012764457746,1.2.826.0.1.3680043.8.498.97792326898383067359932237918412881254,1.0,-1024.0,-1024,2528,-1009
1.2.826.0.1.3680043.8.498.10157259652665015386051954194840128811,1.2.826.0.1.3680043.8.498.67072497183347415541185511860746478638,1.0,-1024.0,-1024,1811,-1002
1.2.826.0.1.3680043.8.498.10170698207397181808858428764907250482,1.2.826.0.1.3680043.8.498.88208239641933112871356353552053170355,1.0,-1024.0,-1024,1974,-999
1.2.826.0.1.3680043.8.498.17874140688479995306520517290218663881,1.2.826.0.1.3680043.8.498.84537879169547917830398706033718426655,1.0,-1024.0,-1024,2099,-1024
1.2.826.0.1.3680043.8.498.17759831778622575514469496087313801263,1.2.826.0.1.3680043.8.498.78559195773374102490286397852168008623,1.0,-1024.0,-1024,2064,-996
1.2.826.0.1.3680043.8.498.17709844012314833976908727289307063132,1.2.826.0.1.3680043.8.498.43359050988711517336428698437817486635,1.0,0.0,-1024,561,-1024
1.2.826.0.1.3680043.8.498.15173838005244958999381145795664224250,1.2.826.0.1.3680043.8.498.11054484441995421009415126397171045507,1.0,-1024.0,-1024,1703,-1006
1.2.826.0.1.3680043.8.498.10768663201506668685589882709865763836,1.2.826.0.1.3680043.8.498.12328646365857971442924514076225869996,1.0,-1024.0,-1024,2232,-998
1.2.826.0.1.3680043.8.498.14726629831851235531233831802242835607,1.2.826.0.1.3680043.8.498.34555616667068635929825044532142072621,1.0,-1024.0,-1024,1830,-999
1.2.826.0.1.3680043.8.498.10836696159962346198965554506289936039,1.2.826.0.1.3680043.8.498.12807849708269260171129000391882612196,1.0,-1024.0,-1024,2473,-997
1.2.826.0.1.3680043.8.498.14669837813674156089103283587478731211,1.2.826.0.1.3680043.8.498.50874959432962111364443095064305157446,1.0,-1024.0,-1024,2201,-976
1.2.826.0.1.3680043.8.498.10743199796364362163988736837321335182,1.2.826.0.1.3680043.8.498.32918010109839053560977209336445780828,1.0,0.0,-1024,395,-1024
1.2.826.0.1.3680043.8.498.10743199796364362163988736837321335182,1.2.826.0.1.3680043.8.498.29926045993207804984522541050943235744,1.0,0.0,-1024,412,-1024
